workerid,condition,firstPerson,order.1,order.2,order.3,order.4,order.5,order.6,order.7,order.8,order.9,order.10,spinnerID.1,spinnerID.2,spinnerID.3,spinnerID.4,spinnerID.5,spinnerID.6,spinnerID.7,spinnerID.8,spinnerID.9,spinnerID.10,payoff1.1,payoff1.2,payoff1.3,payoff1.4,payoff1.5,payoff1.6,payoff1.7,payoff1.8,payoff1.9,payoff1.10,payoff2.1,payoff2.2,payoff2.3,payoff2.4,payoff2.5,payoff2.6,payoff2.7,payoff2.8,payoff2.9,payoff2.10,payoff3.1,payoff3.2,payoff3.3,payoff3.4,payoff3.5,payoff3.6,payoff3.7,payoff3.8,payoff3.9,payoff3.10,prob1.1,prob1.2,prob1.3,prob1.4,prob1.5,prob1.6,prob1.7,prob1.8,prob1.9,prob1.10,prob2.1,prob2.2,prob2.3,prob2.4,prob2.5,prob2.6,prob2.7,prob2.8,prob2.9,prob2.10,prob3.1,prob3.2,prob3.3,prob3.4,prob3.5,prob3.6,prob3.7,prob3.8,prob3.9,prob3.10,win.1,win.2,win.3,win.4,win.5,win.6,win.7,win.8,win.9,win.10,winProb.1,winProb.2,winProb.3,winProb.4,winProb.5,winProb.6,winProb.7,winProb.8,winProb.9,winProb.10,angleProp.1,angleProp.2,angleProp.3,angleProp.4,angleProp.5,angleProp.6,angleProp.7,angleProp.8,angleProp.9,angleProp.10,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,reactionTime.6,reactionTime.7,reactionTime.8,reactionTime.9,reactionTime.10,happy.1,happy.2,happy.3,happy.4,happy.5,happy.6,happy.7,happy.8,happy.9,happy.10,sad.1,sad.2,sad.3,sad.4,sad.5,sad.6,sad.7,sad.8,sad.9,sad.10,anger.1,anger.2,anger.3,anger.4,anger.5,anger.6,anger.7,anger.8,anger.9,anger.10,surprise.1,surprise.2,surprise.3,surprise.4,surprise.5,surprise.6,surprise.7,surprise.8,surprise.9,surprise.10,disgust.1,disgust.2,disgust.3,disgust.4,disgust.5,disgust.6,disgust.7,disgust.8,disgust.9,disgust.10,fear.1,fear.2,fear.3,fear.4,fear.5,fear.6,fear.7,fear.8,fear.9,fear.10,content.1,content.2,content.3,content.4,content.5,content.6,content.7,content.8,content.9,content.10,disapp.1,disapp.2,disapp.3,disapp.4,disapp.5,disapp.6,disapp.7,disapp.8,disapp.9,disapp.10,socCompArray.1,socCompArray.2,socCompArray.3,socCompArray.4,socCompArray.5,socCompArray.6,socCompArray.7,socCompArray.8,socCompArray.9,socCompArray.10,RSEArray.1,RSEArray.2,RSEArray.3,RSEArray.4,RSEArray.5,RSEArray.6,RSEArray.7,RSEArray.8,RSEArray.9,RSEArray.10,LOTRArray.1,LOTRArray.2,LOTRArray.3,LOTRArray.4,LOTRArray.5,LOTRArray.6,LOTRArray.7,LOTRArray.8,LOTRArray.9,LOTRArray.10,PHQArray.1,PHQArray.2,socComp,RSE,LOTR,SINS,PHQ,gender,age,nativeLanguage,browser,browserOS
71,1,1,1,2,3,4,5,6,7,8,9,10,15,45,23,19,3,4,18,44,38,47,30,10,20,25,0,10,25,10,20,55,50,50,60,45,30,35,60,50,50,70,95,75,90,80,60,75,100,75,90,85,0.3,0.6,0.34,0.31,0.41,0.5,0.43,0.58,0.3,0.28,0.3,0.24,0.22,0.32,0.37,0.31,0.35,0.24,0.18,0.51,0.4,0.16,0.44,0.37,0.22,0.19,0.22,0.18,0.52,0.21,95,75,60,25,60,10,100,50,50,70,0.4,0.16,0.22,0.31,0.22,0.5,0.22,0.24,0.18,0.51,0.887,0.543,0.312,0.046,0.442,0.017,0.411,0.95,0.125,0.748,25994,17424,18578,18980,22434,15399,11370,13983,16146,19552,8,8,6,7,7,6,9,8,6,7,1,1,3,4,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,4,8,7,9,5,6,7,1,1,6,7,1,6,1,4,6,5,9,2,2,7,6,1,1,6,1,8,2,2,0,2,1,2,2,2,1,2,5,3,4,5,7,5,5,6,5,4,1,1,79,19,24,1,2,M,45,english,Chrome,Windows
72,1,0,1,2,3,4,5,6,7,8,9,10,16,40,18,33,34,13,41,11,45,50,25,0,25,45,30,30,0,20,10,50,60,40,60,60,50,50,40,45,50,75,100,95,100,90,90,95,95,70,75,90,0.45,0.27,0.43,0.5,0.43,0.31,0.27,0.41,0.6,0.32,0.37,0.38,0.35,0.3,0.23,0.25,0.4,0.35,0.24,0.5,0.18,0.35,0.22,0.2,0.34,0.44,0.33,0.24,0.16,0.18,25,0,100,90,30,30,40,45,75,75,0.45,0.27,0.22,0.2,0.43,0.31,0.4,0.35,0.16,0.5,0.349,0.056,0.112,0.348,0.827,0.813,0.633,0.134,0.447,0.727,26643,21355,16063,15918,18201,21486,27012,19715,15262,15009,6,1,9,9,6,4,5,7,9,9,5,9,1,1,6,6,7,7,1,1,1,4,1,1,1,4,1,1,1,1,5,9,9,9,6,9,6,7,9,3,3,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,4,1,9,9,5,4,3,5,9,9,6,9,1,1,6,7,7,7,1,1,6,6,6,6,3,6,6,4,6,6,1,1,1,1,2,1,1,2,2,2,2,2,5,2,2,2,5,2,5,2,1,1,45,11,15,5,2,F,32,english,Firefox,Windows
73,1,0,1,2,3,4,5,6,7,8,9,10,14,42,19,46,21,28,40,18,27,1,30,0,25,55,25,40,0,25,15,0,50,40,45,70,45,65,40,60,50,30,95,95,80,85,80,100,95,100,75,60,0.33,0.26,0.31,0.26,0.3,0.36,0.27,0.43,0.25,0.38,0.29,0.42,0.32,0.53,0.3,0.4,0.38,0.35,0.38,0.36,0.38,0.32,0.37,0.21,0.4,0.24,0.35,0.22,0.37,0.26,50,95,25,55,80,40,0,100,75,0,0.29,0.32,0.31,0.26,0.4,0.36,0.27,0.22,0.37,0.38,0.446,0.211,0.479,0.335,0.699,0.493,0.91,0.348,0.751,0.967,27448,13802,16913,15268,18786,14584,13928,10952,13413,16464,7,9,6,5,9,5,1,9,9,1,2,1,3,2,1,1,8,1,1,7,1,1,2,1,1,1,6,1,1,2,7,9,6,6,9,4,3,8,7,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,6,6,9,5,1,9,8,2,2,1,4,3,1,5,9,1,1,8,7,2,2,6,8,5,4,7,2,9,3,3,0,3,0,3,3,0,0,0,6,6,2,6,6,4,1,5,1,7,0,0,72,30,39,1,0,F,27,English,Chrome,Mac
74,1,0,1,2,3,4,5,6,7,8,9,10,50,19,11,39,28,43,22,14,49,38,50,25,20,20,40,10,20,30,50,20,75,45,45,50,65,50,60,50,75,50,90,80,70,90,100,75,90,95,90,90,0.32,0.31,0.41,0.32,0.36,0.55,0.32,0.33,0.3,0.3,0.5,0.32,0.35,0.18,0.4,0.28,0.16,0.29,0.52,0.18,0.18,0.37,0.24,0.5,0.24,0.17,0.52,0.38,0.18,0.52,75,25,45,90,40,10,20,50,50,50,0.5,0.31,0.35,0.5,0.36,0.55,0.32,0.29,0.3,0.18,0.275,0.848,0.807,0.563,0.171,0.282,0.801,0.143,0.463,0.231,18229,27804,17512,19197,26862,20630,28192,16563,15873,15662,9,6,7,9,7,6,1,7,7,7,1,2,1,1,3,3,5,1,1,1,1,2,1,1,1,1,1,1,1,1,9,6,7,9,6,1,1,7,5,7,1,4,1,1,4,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,8,9,5,4,4,7,7,7,1,5,1,1,5,7,8,2,2,2,8,4,3,7,7,7,6,9,1,9,3,3,0,3,0,2,2,0,0,0,5,1,3,4,4,6,2,1,1,1,0,0,69,28,28,1,0,M,55,ENGLISH,Firefox,Windows
75,1,1,1,2,3,4,5,6,7,8,9,10,50,46,2,49,16,17,19,47,23,45,50,55,0,50,25,25,25,55,20,10,75,70,30,75,60,60,45,70,60,50,90,85,60,90,100,100,80,85,90,75,0.32,0.26,0.42,0.3,0.45,0.42,0.31,0.28,0.34,0.6,0.5,0.53,0.31,0.52,0.37,0.38,0.32,0.51,0.22,0.24,0.18,0.21,0.27,0.18,0.18,0.2,0.37,0.21,0.44,0.16,75,55,30,50,25,60,25,70,60,75,0.5,0.26,0.31,0.3,0.45,0.38,0.31,0.51,0.22,0.16,0.985,0.408,0.842,0.466,0.632,0.382,0.748,0.327,0.168,0.918,11263,11815,11643,10630,12082,11162,12370,11160,10308,13223,7,4,5,4,2,5,3,6,5,9,3,6,4,6,7,3,6,3,3,1,1,1,1,1,2,1,1,1,1,1,4,4,2,5,3,3,4,3,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,4,5,7,4,7,3,4,1,6,3,2,6,5,3,6,8,2,6,3,2,0,3,1,3,2,1,0,0,5,5,2,5,4,5,2,3,3,5,0,1,65,26,32,1,1,F,23,English,Firefox,Windows
76,1,0,1,2,3,4,5,6,7,8,9,10,30,50,5,48,4,17,32,9,23,31,40,50,10,55,10,25,45,15,20,45,65,75,35,70,35,60,60,70,60,60,100,90,75,85,75,100,90,80,90,90,0.37,0.32,0.515,0.25,0.5,0.42,0.52,0.45,0.34,0.54,0.32,0.5,0.3,0.52,0.31,0.38,0.29,0.29,0.22,0.3,0.31,0.18,0.185,0.23,0.19,0.2,0.19,0.26,0.44,0.16,100,75,35,85,10,60,60,80,60,45,0.31,0.5,0.3,0.23,0.5,0.38,0.29,0.26,0.22,0.54,0.292,0.201,0.429,0.009,0.28,0.285,0.285,0.858,0.075,0.582,24984,20380,23578,20340,26893,31174,25005,15449,33022,28755,9,7,7,9,5,7,7,9,7,7,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,7,9,9,9,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,5,7,9,9,8,7,1,1,1,1,8,3,3,1,3,3,8,3,2,6,9,1,3,7,2,8,3,3,0,3,0,3,3,3,0,0,6,6,1,6,6,5,1,5,1,6,0,0,77,27,39,1,0,F,56,English,Chrome,Windows
77,1,0,1,2,3,4,5,6,7,8,9,10,33,3,5,23,21,7,9,31,32,47,45,0,10,20,25,15,15,45,45,55,60,30,35,60,45,70,70,60,60,70,90,60,75,90,80,80,80,90,90,85,0.5,0.41,0.515,0.34,0.3,0.47,0.45,0.54,0.52,0.28,0.3,0.37,0.3,0.22,0.3,0.28,0.29,0.3,0.29,0.51,0.2,0.22,0.185,0.44,0.4,0.25,0.26,0.16,0.19,0.21,90,60,35,60,80,15,80,45,60,70,0.2,0.22,0.3,0.22,0.4,0.47,0.26,0.54,0.29,0.51,0.194,0.594,0.548,0.817,0.745,0.691,0.5,0.788,0.535,0.876,11484,12412,13627,11390,10010,11115,8851,11984,10583,13247,9,9,7,7,9,6,9,6,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,6,6,9,3,9,3,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,7,7,9,6,9,6,7,7,1,1,1,1,1,1,1,1,1,1,6,3,4,7,7,7,4,6,2,6,3,3,0,3,0,3,3,0,2,2,3,5,1,4,6,7,7,5,2,5,2,2,62,26,26,2,4,M,27,English,Firefox,Windows
78,1,1,1,2,3,4,5,6,7,8,9,10,9,38,29,18,16,20,3,11,41,12,15,20,40,25,25,25,0,20,0,20,70,50,65,60,60,45,30,45,40,45,80,90,100,100,100,80,60,70,95,70,0.45,0.3,0.38,0.43,0.45,0.26,0.41,0.41,0.27,0.4,0.29,0.18,0.34,0.35,0.37,0.32,0.37,0.35,0.4,0.34,0.26,0.52,0.28,0.22,0.18,0.42,0.22,0.24,0.33,0.26,80,50,65,100,25,45,60,45,40,70,0.26,0.18,0.34,0.22,0.45,0.32,0.22,0.35,0.4,0.26,0.483,0.891,0.104,0.572,0.648,0.863,0.698,0.85,0.45,0.413,16632,91053,9634,28199,17456,18790,38581,71904,30400,39246,7,6,6,8,4,6,4,5,4,3,1,1,1,4,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,4,3,3,1,2,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,5,4,3,8,3,7,6,8,1,2,2,3,1,2,2,1,1,2,3,4,7,3,1,2,4,5,4,4,1,2,53,18,19,2,3,M,25,English,Chrome,Windows
79,1,1,1,2,3,4,5,6,7,8,9,10,25,50,20,2,1,10,24,23,31,5,15,50,25,0,0,20,20,20,45,10,50,75,45,30,30,45,60,60,60,35,75,90,80,60,60,70,90,90,90,75,0.21,0.32,0.26,0.42,0.38,0.43,0.33,0.34,0.54,0.515,0.36,0.5,0.32,0.31,0.36,0.39,0.2,0.22,0.3,0.3,0.43,0.18,0.42,0.27,0.26,0.18,0.47,0.44,0.16,0.185,15,75,45,30,0,20,90,60,45,35,0.21,0.5,0.32,0.31,0.38,0.43,0.47,0.22,0.54,0.3,0.785,0.375,0.872,0.187,0.257,0.218,0.459,0.792,0.439,0.688,20894,14299,18771,19251,21208,20541,13403,17316,22505,19451,3,9,7,4,2,4,9,7,6,7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,9,8,1,3,6,5,7,5,7,8,8,4,4,9,1,7,3,2,1,2,0,2,2,1,2,1,6,6,3,6,6,5,2,4,2,6,1,1,68,21,35,3,2,F,54,English,Safari,Mac
80,1,1,1,2,3,4,5,6,7,8,9,10,12,19,6,26,46,21,1,13,3,27,20,25,10,15,55,25,0,30,0,15,45,45,35,50,70,45,30,50,30,50,70,80,75,75,85,80,60,95,60,75,0.4,0.31,0.5,0.24,0.26,0.3,0.38,0.31,0.41,0.25,0.34,0.32,0.32,0.4,0.53,0.3,0.36,0.25,0.37,0.38,0.26,0.37,0.18,0.36,0.21,0.4,0.26,0.44,0.22,0.37,70,25,75,50,55,80,0,30,60,75,0.26,0.31,0.18,0.4,0.26,0.4,0.38,0.31,0.22,0.37,0.258,0.878,0.546,0.634,0.118,0.035,0.157,0.165,0.803,0.109,27124,18245,20572,17216,17224,18819,14158,18046,17762,14990,8,4,7,4,4,4,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,7,5,4,4,1,3,3,4,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,4,3,7,2,7,1,1,3,1,3,1,0,3,3,3,1,1,7,4,4,4,7,3,3,1,2,2,66,4,13,2,4,M,28,english,Firefox,Windows
81,1,0,1,2,3,4,5,6,7,8,9,10,9,33,24,2,6,4,17,43,31,38,15,45,20,0,10,10,25,10,45,20,70,60,60,30,35,35,60,50,60,50,80,90,90,60,75,75,100,75,90,90,0.45,0.5,0.33,0.42,0.5,0.5,0.42,0.55,0.54,0.3,0.29,0.3,0.2,0.31,0.32,0.31,0.38,0.28,0.3,0.18,0.26,0.2,0.47,0.27,0.18,0.19,0.2,0.17,0.16,0.52,80,90,90,30,75,10,60,10,45,50,0.26,0.2,0.47,0.31,0.18,0.5,0.38,0.55,0.54,0.18,0.967,0.994,0.924,0.874,0.38,0.263,0.205,0.877,0.218,0.724,36064,28665,35040,24095,23855,27860,52540,23534,28174,38301,9,9,9,1,9,1,5,1,3,5,1,1,1,7,1,9,2,9,2,3,1,1,1,6,1,5,2,1,1,1,9,9,3,7,7,9,4,1,2,7,1,1,1,7,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,5,5,1,5,1,8,1,1,4,1,1,1,7,1,9,3,9,7,7,8,7,4,8,9,7,2,9,1,8,2,2,0,2,0,2,2,2,0,0,7,6,2,6,3,4,2,5,2,6,0,0,71,23,37,1,0,M,59,english,Chrome,Windows
82,1,1,1,2,3,4,5,6,7,8,9,10,32,8,26,36,35,38,48,7,2,12,45,15,15,30,30,20,55,15,0,20,60,70,50,50,50,50,70,70,30,45,90,80,75,90,90,90,85,80,60,70,0.52,0.49,0.24,0.39,0.41,0.3,0.25,0.47,0.42,0.4,0.29,0.27,0.4,0.25,0.24,0.18,0.52,0.28,0.31,0.34,0.19,0.24,0.36,0.36,0.35,0.52,0.23,0.25,0.27,0.26,60,70,50,90,50,50,85,15,30,70,0.29,0.27,0.4,0.36,0.24,0.18,0.23,0.47,0.31,0.26,0.541,0.61,0.27,0.273,0.971,0.326,0.873,0.489,0.155,0.151,20255,10784,11723,14956,26262,16291,9998,12946,10647,10702,8,9,5,9,5,3,9,1,5,9,1,1,2,1,2,3,1,6,2,1,1,1,1,1,1,1,1,2,1,1,6,5,2,5,4,8,8,1,5,9,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,9,3,1,9,1,3,9,2,2,2,1,2,6,1,7,2,1,6,4,4,5,6,5,4,6,2,6,3,3,0,3,0,2,2,1,0,0,3,4,4,5,4,4,4,3,3,4,0,0,60,27,25,3,0,M,28,English,Chrome,Windows
83,1,0,1,2,3,4,5,6,7,8,9,10,43,29,46,22,12,3,25,48,16,27,10,40,55,20,20,0,15,55,25,15,50,65,70,60,45,30,50,70,60,50,75,100,85,90,70,60,75,85,100,75,0.55,0.38,0.26,0.32,0.4,0.41,0.21,0.25,0.45,0.25,0.28,0.34,0.53,0.16,0.34,0.37,0.36,0.52,0.37,0.38,0.17,0.28,0.21,0.52,0.26,0.22,0.43,0.23,0.18,0.37,10,65,55,20,70,60,15,85,25,75,0.55,0.34,0.26,0.32,0.26,0.22,0.21,0.23,0.45,0.37,0.57,0.197,0.592,0.119,0.591,0.745,0.588,0.095,0.876,0.722,32681,27778,31723,29419,17583,17143,30675,15229,31551,21271,5,7,2,2,9,9,2,9,6,8,4,2,7,8,1,1,7,1,3,1,2,1,4,4,1,1,5,1,3,1,2,4,5,6,7,8,7,6,3,6,2,1,4,2,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,3,5,3,3,8,8,2,8,3,8,6,5,8,8,1,1,9,1,7,1,8,2,2,3,8,2,4,7,2,8,3,2,0,2,0,2,3,1,0,0,2,5,1,6,6,6,1,6,1,4,0,0,72,26,33,2,0,F,58,English,Chrome,Windows
84,1,1,1,2,3,4,5,6,7,8,9,10,29,15,26,50,43,30,8,36,18,47,40,30,15,50,10,40,15,30,25,55,65,50,50,75,50,65,70,50,60,70,100,95,75,90,75,100,80,90,100,85,0.38,0.3,0.24,0.32,0.55,0.37,0.49,0.39,0.43,0.28,0.34,0.3,0.4,0.5,0.28,0.32,0.27,0.25,0.35,0.51,0.28,0.4,0.36,0.18,0.17,0.31,0.24,0.36,0.22,0.21,65,95,50,75,10,100,70,90,100,70,0.34,0.4,0.4,0.5,0.55,0.31,0.27,0.36,0.22,0.51,0.917,0.998,0.633,0.896,0.451,0.165,0.11,0.532,0.503,0.495,22449,19226,19771,25635,26813,14821,22468,15846,16109,16935,6,9,7,7,5,9,8,9,9,8,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,6,3,4,6,4,6,9,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,6,7,2,8,8,7,9,7,4,1,1,2,7,1,1,1,1,4,7,2,3,6,6,3,5,6,3,7,2,2,1,2,1,2,2,2,2,0,4,5,3,5,6,5,3,5,3,6,0,0,66,19,30,1,0,M,34,english,Chrome,Windows
85,1,1,1,2,3,4,5,6,7,8,9,10,2,30,7,49,40,34,43,12,22,3,0,40,15,50,0,30,10,20,20,0,30,65,70,75,40,50,50,45,60,30,60,100,80,90,95,90,75,70,90,60,0.42,0.37,0.47,0.3,0.27,0.43,0.55,0.4,0.32,0.41,0.31,0.32,0.28,0.52,0.38,0.23,0.28,0.34,0.16,0.37,0.27,0.31,0.25,0.18,0.35,0.34,0.17,0.26,0.52,0.22,30,100,15,50,0,30,10,70,20,60,0.31,0.31,0.47,0.3,0.27,0.43,0.55,0.26,0.32,0.22,0.723,0.859,0.566,0.76,0.205,0.973,0.144,0.482,0.506,0.205,39877,26346,28336,32766,28309,35274,31811,27163,29264,26279,6,9,1,3,1,3,3,9,2,9,1,1,7,6,9,7,7,1,7,1,1,1,1,1,1,1,1,1,1,1,4,7,5,4,4,3,3,7,4,7,1,1,3,3,7,4,6,1,6,1,1,1,1,1,1,1,1,1,1,1,6,9,1,1,1,1,2,9,2,9,4,1,9,7,9,7,8,1,7,1,7,3,4,9,9,7,2,9,4,6,3,3,0,3,0,3,3,1,0,0,5,6,2,7,6,5,2,6,2,7,0,0,70,29,37,4,0,F,40,English,Chrome,Windows
86,1,1,1,2,3,4,5,6,7,8,9,10,4,36,13,5,20,44,18,39,28,38,10,30,30,10,25,10,25,20,40,20,35,50,50,35,45,50,60,50,65,50,75,90,95,75,80,75,100,90,100,90,0.5,0.39,0.31,0.515,0.26,0.58,0.43,0.32,0.36,0.3,0.31,0.25,0.25,0.3,0.32,0.24,0.35,0.18,0.4,0.18,0.19,0.36,0.44,0.185,0.42,0.18,0.22,0.5,0.24,0.52,10,90,30,35,45,50,100,90,40,50,0.5,0.36,0.31,0.3,0.32,0.24,0.22,0.5,0.36,0.18,0.171,0.875,0.034,0.226,0.124,0.304,0.373,0.528,0.923,0.704,32334,16458,22473,22875,24613,20667,14048,17845,31630,20347,5,9,5,6,6,7,9,9,4,5,5,1,3,2,2,1,1,1,2,2,4,1,2,1,1,1,1,1,1,1,3,9,2,7,6,8,9,9,3,6,3,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,9,1,7,5,7,9,9,4,5,8,1,9,3,4,2,1,1,8,8,8,1,7,9,3,3,2,9,1,5,3,2,2,3,1,0,1,3,2,2,1,2,5,2,4,6,5,3,6,1,1,3,70,14,12,4,4,M,44,English,Firefox,Windows
87,1,0,1,2,3,4,5,6,7,8,9,10,36,4,47,3,14,12,9,18,43,42,30,10,55,0,30,20,15,25,10,0,50,35,70,30,50,45,70,60,50,40,90,75,85,60,95,70,80,100,75,95,0.39,0.5,0.28,0.41,0.33,0.4,0.45,0.43,0.55,0.26,0.25,0.31,0.51,0.37,0.29,0.34,0.29,0.35,0.28,0.42,0.36,0.19,0.21,0.22,0.38,0.26,0.26,0.22,0.17,0.32,90,10,70,60,50,70,80,100,10,95,0.36,0.5,0.51,0.22,0.29,0.26,0.26,0.22,0.55,0.32,0.921,0.042,0.277,0.991,0.54,0.397,0.032,0.533,0.06,0.211,13658,13829,80611,30127,10650,8831,14577,10773,13059,8393,9,3,7,9,7,9,9,9,4,9,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,9,4,8,9,4,8,7,8,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,3,7,6,8,8,9,2,8,1,8,3,1,3,1,1,1,7,1,7,2,2,7,8,6,6,7,7,7,3,3,0,1,1,3,3,2,1,1,6,6,5,5,5,6,5,3,5,5,0,1,63,23,25,4,1,F,19,English,Chrome,Mac
88,1,1,1,2,3,4,5,6,7,8,9,10,17,8,10,29,11,48,43,36,28,35,25,15,20,40,20,55,10,30,40,30,60,70,45,65,45,70,50,50,65,50,100,80,70,100,70,85,75,90,100,90,0.42,0.49,0.43,0.38,0.41,0.25,0.55,0.39,0.36,0.41,0.38,0.27,0.39,0.34,0.35,0.52,0.28,0.25,0.4,0.24,0.2,0.24,0.18,0.28,0.24,0.23,0.17,0.36,0.24,0.35,60,70,20,65,45,85,10,90,40,50,0.38,0.27,0.43,0.34,0.35,0.23,0.55,0.36,0.36,0.24,0.854,0.102,0.548,0.789,0.79,0.366,0.299,0.949,0.504,0.216,28341,21289,16560,14427,14861,12492,11857,13327,12328,14278,6,8,2,6,5,9,1,9,1,1,1,1,4,3,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,5,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,9,1,9,1,1,1,1,8,8,1,1,9,1,8,7,8,5,7,6,1,6,4,4,7,8,2,1,3,0,2,0,0,1,3,3,6,2,6,1,1,6,6,6,6,6,3,2,48,6,19,2,5,F,35,english,Chrome,Windows
89,1,0,1,2,3,4,5,6,7,8,9,10,5,11,6,13,46,28,35,50,33,3,10,20,10,30,55,40,30,50,45,0,35,45,35,50,70,65,50,75,60,30,75,70,75,95,85,100,90,90,90,60,0.515,0.41,0.5,0.31,0.26,0.36,0.41,0.32,0.5,0.41,0.3,0.35,0.32,0.25,0.53,0.4,0.24,0.5,0.3,0.37,0.185,0.24,0.18,0.44,0.21,0.24,0.35,0.18,0.2,0.22,35,45,75,30,55,40,50,75,90,60,0.3,0.35,0.18,0.31,0.26,0.36,0.24,0.5,0.2,0.22,0.204,0.844,0.371,0.054,0.935,0.099,0.998,0.522,0.248,0.602,12787,9174,12146,13286,13893,10794,13552,11533,24035,10237,4,4,7,2,4,3,2,5,7,8,4,4,2,6,6,6,8,4,2,2,4,4,3,6,3,6,8,4,3,3,4,4,7,5,6,5,7,3,7,7,1,1,1,1,2,1,1,1,1,1,3,2,2,3,3,3,2,2,2,2,4,4,7,3,4,3,3,5,7,7,7,7,3,7,7,7,8,4,2,2,3,3,7,9,6,9,7,8,2,6,3,3,1,3,1,2,2,2,1,1,4,2,4,4,3,4,4,3,4,4,0,0,54,22,24,6,0,M,31,English,Chrome,Windows
90,1,0,1,2,3,4,5,6,7,8,9,10,39,25,6,9,31,37,27,41,49,20,20,15,10,15,45,20,15,0,50,25,50,50,35,70,60,50,50,40,75,45,90,75,75,80,90,90,75,95,90,80,0.32,0.21,0.5,0.45,0.54,0.28,0.25,0.27,0.3,0.26,0.18,0.36,0.32,0.29,0.3,0.19,0.38,0.4,0.52,0.32,0.5,0.43,0.18,0.26,0.16,0.53,0.37,0.33,0.18,0.42,90,15,75,80,45,20,75,40,50,45,0.5,0.21,0.18,0.26,0.54,0.28,0.37,0.4,0.3,0.32,0.177,0.352,0.057,0.416,0.921,0.079,0.06,0.613,0.691,0.224,38557,36927,29096,26297,38562,21588,32492,32340,31830,26031,9,3,9,8,3,1,7,4,3,4,1,5,1,1,7,9,2,4,6,3,1,5,1,1,7,9,2,2,5,2,9,4,9,8,7,9,6,2,6,4,1,2,1,1,6,9,1,1,3,2,1,1,1,1,2,1,1,1,1,1,9,2,9,8,2,1,7,5,4,5,1,8,1,1,8,9,1,5,6,4,6,4,7,6,6,4,7,6,3,7,1,2,2,2,2,1,1,2,1,0,5,2,3,5,3,5,3,2,3,5,1,0,56,15,30,1,1,M,61,english,Chrome,Windows
